a,b,c,d,e,PM2.5
0.38006,-0.73777,0.02862,0.7109,0.04386,0.238938053
-0.07703,-0.62925,0.10064,0.18493,-0.23852,0.159292035
-0.22307,-0.94624,0.28236,-0.00765,-0.22225,0.123893805
-0.40902,-0.71247,0.42451,0.31445,-0.00622,0.168141593
-0.5999,-0.5389,0.75893,1.06954,0.34606,0.265486726
-0.50588,-0.93974,0.74826,0.36693,0.00151,0.203539823
-0.15845,-0.85052,1.14642,0.65792,-0.11578,0.194690265
0.39318,-0.49276,1.12935,-0.80211,-0.32279,0.212389381
0.81212,0.81873,1.10389,-1.45108,0.15312,0.309734513
0.48512,0.61461,0.31969,-1.24962,-0.14753,0.292035398
0.25984,1.14999,0.35071,-0.90754,0.46715,0.221238938
0.01134,1.20289,0.19637,-1.01689,0.7248,0.212389381
-0.18435,1.53506,0.03045,-0.46018,0.94902,0.256637168
-0.27002,1.75198,-0.25565,-0.27096,0.99638,0.274336283
-0.28624,1.62237,-0.05887,-0.6452,0.75594,0.292035398
-0.3657,1.53873,-0.16971,-0.83102,0.90584,0.221238938
-0.59752,-0.44363,-0.67552,-0.72871,-0.8688,0.247787611
-0.27856,-0.60527,-0.48427,-0.15346,-0.86854,0.159292035
-0.16288,-0.82515,-0.22695,-0.27389,-0.93097,0.185840708
-0.31017,-0.85459,-0.4432,-0.21581,-0.95186,0.185840708
0.51499,-0.10417,0.30465,-1.65099,1.29917,0.265486726
0.25067,-1.19048,-0.31116,-0.82494,-0.09261,0.230088496
-0.20032,-1.05024,-0.54068,-0.05698,-0.428,0.230088496
-0.4973,-1.0085,-0.45147,-0.32755,-0.60247,0.203539823
-0.72302,-0.9293,-0.5918,-0.16744,-0.36822,0.247787611
-0.78805,-0.65571,-0.53247,0.27439,-0.04381,0.203539823
-0.81258,-0.59952,-0.91222,0.71373,0.28995,0.283185841
-0.79224,-0.52471,-0.98064,0.99155,0.17176,0.292035398
-0.87684,-0.44553,-0.95457,1.24654,0.28632,0.318584071
-0.9366,-0.58071,-0.96915,0.89983,0.34874,0.230088496
-1.012,-0.51436,-0.85889,1.24793,0.40777,0.132743363
-1.02159,-0.44129,-0.58563,0.66559,0.15724,0.07079646
-0.98521,-0.44194,-0.67566,0.66292,-0.15149,0.008849558
-0.72223,-0.17325,-0.69972,-0.50807,0.82528,0.026548673
-1.01732,-0.6501,-0.96839,0.25225,-0.64322,0.07079646
-0.55008,0.79964,-0.44587,-1.27209,1.12753,0.10619469
-0.40814,1.00846,-1.01659,-1.2569,1.48241,0.07079646
-0.42887,0.44606,-1.44891,-1.04901,0.62456,0.079646018
-0.32434,0.75118,-1.04746,-1.68459,1.45648,0.115044248
-0.35179,-0.19897,-1.02739,-0.94719,0.4961,0.14159292
-0.01285,0.28982,-0.54584,-1.43207,1.71423,0.159292035
-0.3974,-0.94491,-1.17083,0.04371,-0.14833,0.088495575
-0.01811,-0.26311,-0.10371,-1.29654,1.62828,0.10619469
0.16331,-0.50806,0.40561,-0.89804,2.44616,0.053097345
0.18608,-0.45208,0.42851,-1.06492,1.98118,0.07079646
0.14637,-0.69291,0.42282,-1.33933,2.16028,0.053097345
0.09859,-0.51676,0.53328,-0.92941,1.79841,0.088495575
0.38141,-0.86146,0.90649,-1.38816,2.4564,0.061946903
0.09893,-0.72178,0.78663,-1.30608,2.25046,0.061946903
-0.10208,-0.76841,0.5793,-1.48351,2.04311,0.044247788
-0.34506,-1.21273,0.30276,-0.31739,1.45194,0.044247788
-0.44882,-1.38347,0.37354,-0.66733,1.21282,0.008849558
-0.5346,-1.40745,0.29361,-0.79109,0.98033,0.008849558
-0.84264,-1.23803,-0.08047,0.75109,0.72993,0.008849558
0.13447,-1.158,0.4581,-0.41428,0.82297,0.026548673
1.26171,-0.87326,1.4353,-0.99652,1.17489,0.026548673
1.07624,-1.3884,1.1813,-0.28464,0.41922,0.026548673
0.90108,-0.55438,1.00128,-0.90196,1.50782,0.079646018
1.1751,-0.41702,1.30444,-0.45111,1.13119,0.079646018
1.45171,-0.09209,0.65953,-0.79702,0.91443,0.079646018
0.98555,0.18274,0.67097,-0.88288,1.09572,0.185840708
0.63268,0.51416,0.79734,-0.42898,0.9249,0.256637168
0.78674,0.3585,0.7877,-1.09945,0.93532,0.327433628
0.85238,0.31717,0.90804,-0.81947,0.89364,0.212389381
0.59776,-0.75727,0.14882,-1.06452,-0.0905,0.194690265
1.22007,-0.31459,0.67151,-1.91744,0.97902,0.230088496
0.67254,-1.6392,-0.22608,-0.09625,-0.78305,0.150442478
0.62981,-1.40472,0.22074,-0.43473,-0.01766,0.17699115
0.69087,-1.42985,0.53746,0.19038,0.18218,0.159292035
0.32578,-1.4588,0.27363,0.07761,0.02995,0.168141593
0.06381,-1.36235,0.24163,0.03133,0.27533,0.115044248
0.04633,-1.37964,0.12352,-0.27572,0.40302,0.123893805
0.10323,-1.26084,0.10683,0.38963,0.53347,0.203539823
0.08642,-0.97045,0.16684,-0.93414,0.94904,0.265486726
0.61984,-0.65671,0.61841,-1.52087,1.81508,0.194690265
-0.0173,-1.09251,0.19985,-0.9054,1.05361,0.194690265
-0.59488,-0.98549,0.3867,-1.17369,0.79466,0.132743363
-0.62335,-0.95673,0.48303,-1.10795,0.81692,0.150442478
-0.32699,-1.0707,0.30224,-0.9817,1.00364,0.061946903
-0.46552,-1.2406,0.46509,-0.12914,-0.0708,0.10619469
-0.55111,-1.07842,-0.08065,0.35997,-0.09015,0.097345133
-0.34966,-0.81397,-0.62655,0.06771,-0.237,0.132743363
0.14586,-0.20929,-0.67344,-1.13243,0.24684,0.079646018
0.87411,0.83674,-0.05148,-0.50387,1.16309,0.212389381
2.08113,0.13894,1.42333,-0.65202,0.48978,0.194690265
0.54972,0.71719,-0.89765,-0.95502,0.9213,0.265486726
1.20299,0.53257,-0.00283,-0.6003,0.95204,0.265486726
2.98537,-0.30012,1.76144,-0.31243,0.63353,0.309734513
2.59566,-0.7163,1.11318,-0.93469,0.77727,0.353982301
3.78093,-1.74263,1.52819,0.60293,-0.72443,0.362831858
4.47676,-1.06355,2.41199,0.05031,0.55727,0.469026549
3.98036,-1.79626,1.90815,1.51445,-0.58924,0.451327434
4.16967,-1.37998,2.10923,1.14175,-0.27744,0.451327434
4.88743,-1.99124,2.8389,2.48338,-1.12442,0.362831858
2.51764,-1.49419,0.46737,0.50362,-0.3771,0.389380531
1.56806,-0.7742,0.37308,-0.35305,0.39374,0.415929204
2.11232,-1.06963,0.68628,-0.50052,0.38251,0.398230088
0.88395,-0.45882,0.30689,-1.83759,1.52638,0.345132743
0.57997,-0.64508,0.59679,-1.55448,1.70195,0.327433628
0.10956,-1.36281,0.21606,-0.17659,0.24055,0.212389381
0.35653,-1.19543,0.35914,-1.36945,0.75975,0.17699115
1.34093,-1.46014,0.3838,0.36779,0.41326,0.07079646
3.5224,-1.1338,3.17502,0.5336,1.18908,0.194690265
1.60958,-1.64532,1.57513,0.69738,-0.48267,0.185840708
0.20704,-0.86986,0.6062,-0.95101,0.04062,0.230088496
0.40624,-0.08411,1.13764,-1.23141,1.00246,0.150442478
0.17503,0.06473,0.96483,-1.01735,1.15324,0.168141593
0.15665,-0.65672,0.72632,-1.09445,0.43044,0.185840708
0.43964,-0.26902,0.70291,-1.82022,0.67803,0.230088496
0.71352,-0.41372,0.55612,-0.19777,0.01112,0.221238938
0.76447,0.20217,0.27713,-0.80164,0.32326,0.230088496
1.23605,0.6581,0.66668,-0.15061,0.9115,0.247787611
1.66825,-0.17387,1.33677,-1.85905,0.56344,0.221238938
1.01734,-0.01507,0.79072,-1.25495,0.92227,0.212389381
0.10783,-1.48119,0.11036,-0.2,-0.96103,0.185840708
0.07078,-0.70995,0.43924,-1.11417,0.32059,0.256637168
-0.55373,-1.29946,-0.15184,-0.30614,-0.50569,0.371681416
-0.57673,-1.203,0.01149,-0.12495,-0.36764,0.309734513
0.26425,-0.18896,0.75059,-1.95493,1.4498,0.353982301
0.32798,-0.23483,0.87341,-1.89892,1.43919,0.292035398
-0.04273,-0.28024,0.6728,-1.95679,1.44532,0.318584071
-0.17721,-1.74697,-0.09998,0.00913,0.01795,0.230088496
-0.20138,-1.67384,-0.02306,0.25404,0.09823,0.123893805
-0.05503,-1.19149,0.34221,-0.6555,1.1487,0.115044248
-0.73965,-1.26807,0.36803,0.36023,0.18582,0.07079646
-0.74016,-1.39431,0.36685,0.0581,0.20047,0.07079646
-0.60651,-1.24435,0.0664,0.81066,0.40114,0.061946903
-0.40402,-1.25443,0.25775,0.68866,0.25691,0.07079646
0.12821,-1.5471,0.40852,0.70776,-0.27827,0.088495575
0.64722,0.24336,1.46687,0.15288,1.58379,0.061946903
0.08064,0.0882,0.5251,-0.46405,1.7195,0.061946903
-0.49946,-1.01311,-0.29632,0.45554,-0.0416,0.044247788
-0.40152,-1.22372,0.19226,0.05341,-0.28497,0.061946903
0.2529,-0.00012,0.91883,-0.95214,1.32908,0.07079646
-0.07754,0.59232,0.60259,0.12969,1.5321,0.14159292
-0.37476,-0.62676,0.28139,1.24443,-0.26689,0.115044248
-0.69065,-0.95213,-0.20511,0.67806,-0.19289,0.07079646
-0.61884,-0.92148,-0.04307,0.77368,-0.08964,0.008849558
-0.69099,-0.98364,-0.0357,0.51796,-0.01299,0.03539823
-0.72511,-1.078,-0.1658,0.42854,-0.03674,0.053097345
-0.71765,-1.31004,-0.04362,0.18688,0.15365,0.088495575
-0.07946,-0.84164,0.81474,-0.76402,2.75552,0.044247788
-0.00625,-0.46623,0.95403,-0.10397,3.50507,0.079646018
0.2658,-0.6634,1.07723,-1.22347,3.4858,0.044247788
-0.01637,-1.25248,0.85153,-0.52175,3.80731,0.061946903
0.021,-0.80061,0.92847,-1.46074,2.87386,0.008849558
-0.21521,-1.20627,0.48537,-0.72968,1.96324,0.008849558
-0.82732,-1.28621,0.16388,1.14395,0.52,0.008849558
-0.53455,-1.1003,0.25543,-0.8481,1.26685,0.07079646
-0.90351,-1.0267,0.00311,1.15603,0.63027,0.07079646
-0.31773,-1.09104,0.10241,-0.48887,1.08487,0.053097345
0.13805,-0.5827,0.78799,-1.15325,2.09863,0.07079646
-0.07765,-1.59264,0.58182,0.78966,1.33521,0.097345133
-0.63848,-1.11021,0.33372,1.15807,1.01664,0.097345133
-0.08254,-0.96984,0.4182,0.08595,1.05635,0.03539823
0.08587,-1.91719,0.43582,0.34522,-0.06581,0.008849558
0.12193,-1.06528,0.57154,-0.40748,1.1401,0.008849558
0.29512,-1.40556,0.89133,1.25664,0.2118,0.10619469
0.02134,-1.00673,0.53862,0.19944,1.15379,0.115044248
-0.0349,-0.92996,0.47974,2.0975,0.40337,0.115044248
-0.58491,-1.13549,-0.22675,0.95022,0.5171,0.026548673
-0.58269,-1.2971,-0.26527,0.67221,0.47661,0.061946903
-0.61415,-1.23814,-0.13225,0.62588,0.49466,0.061946903
-0.81537,-0.87872,-0.14149,1.62554,1.32276,0.044247788
-0.82699,-1.02485,-0.31141,1.24761,1.22909,0.008849558
-1.0797,-0.21995,-0.19783,3.18394,1.81781,0.017699115
-0.99958,-0.60231,-0.51822,1.96699,0.5311,0.008849558
-0.76535,-1.34641,-0.55827,0.07565,0.70059,0.008849558
-0.95226,-1.07722,-0.70811,1.18019,0.58729,0.008849558
-1.29358,0.05175,-0.4913,3.74144,1.41306,0.044247788
-1.0253,-0.91332,-0.63571,1.06315,0.90882,0.044247788
-0.97845,-1.15311,-0.58382,0.60863,0.79219,0.079646018
-1.09225,-0.93702,-0.53782,1.58146,0.81592,0.088495575
-1.12833,-0.83204,-0.60384,1.50747,0.76038,0.123893805
-0.93557,-0.83427,-0.44018,1.93359,0.69251,0.097345133
-0.98139,-0.7962,-0.45781,1.88452,0.6701,0.044247788
-0.44483,-1.15159,-0.51096,1.24768,0.61832,0.008849558
-0.30263,-1.12929,-0.4132,1.32926,0.5987,0.053097345
-0.32528,-1.15594,-0.45642,1.0059,0.64159,0.053097345
-0.34384,-1.29553,-0.5012,0.72216,0.62252,0.053097345
-0.3763,-1.2778,-0.49257,0.95018,0.60448,0.044247788
-0.29576,-1.40073,-0.45967,0.75053,0.56451,0.03539823
-0.37288,-1.54405,-0.47556,0.54935,0.58043,0.10619469
-0.24848,-1.39481,-0.39693,1.09532,0.52702,0.07079646
-0.26431,-1.57867,-0.46613,0.50951,0.47328,0.14159292
-0.21692,-1.56105,-0.44757,0.6481,0.46362,0.079646018
-0.35707,-1.57719,-0.53239,0.35904,0.57202,0.17699115
-0.22807,-1.15966,-0.26688,-0.30453,1.26559,0.097345133
-0.41458,-1.54218,-0.68331,0.1577,0.5963,0.088495575
-0.68662,-1.48757,-0.65719,0.24574,0.46741,0.03539823
-0.69538,-1.48197,-0.77792,0.1569,0.46101,0.03539823
-0.98009,-0.81509,-0.65709,1.77367,0.77173,0.044247788
-0.97033,-1.04177,-0.8793,1.01097,0.56733,0.008849558
-0.96826,-1.12582,-0.85908,0.88912,0.7036,0.026548673
-1.06243,-0.97763,-0.85777,1.31789,0.73021,0.017699115
-0.99694,-1.08303,-0.75412,0.9262,0.84971,0.10619469
-0.94115,-1.08716,-0.75494,1.10196,0.69792,0.123893805
-1.05325,-0.71192,-0.81506,1.85611,0.7004,0.123893805
-0.67662,-1.22577,-0.77383,0.57308,0.49753,0.14159292
-0.38048,-0.92263,-0.48536,-0.28582,1.13095,0.159292035
-0.2545,-1.31712,-0.73871,0.14912,0.63477,0.212389381
-0.31685,-1.12573,-0.85432,0.96124,0.4249,0.185840708
-0.24354,-1.31919,-0.7628,0.55548,0.39811,0.14159292
0.16431,-0.51315,-0.16626,-1.13683,1.85576,0.115044248
-0.1604,-1.42993,-0.65508,0.56235,0.32911,0.088495575
-0.16542,-1.38958,-0.56951,0.77297,0.31584,0.061946903
-0.18159,-1.2512,-0.50073,1.17839,0.37368,0.044247788
-0.25745,-1.63478,-0.68179,0.44541,0.41873,0.044247788
-0.14424,-1.46926,-0.51905,0.74564,0.48897,0.061946903
-0.43697,-1.4552,-0.76935,0.615,0.53818,0.061946903
-0.72331,-1.386,-0.76065,0.62386,0.44927,0.07079646
-0.77131,-1.32138,-0.73261,0.52105,0.59013,0.079646018
-0.82261,-1.30385,-0.79591,0.58467,0.53707,0.079646018
-0.80465,-1.50473,-0.86106,0.36735,0.3585,0.123893805
-0.77003,-1.35505,-0.7821,0.56368,0.52635,0.044247788
-0.84035,-1.54914,-0.7972,0.20009,0.43222,0.115044248
-0.90618,-1.02824,-0.74399,0.85502,0.62419,0.07079646
-0.97856,-1.32864,-0.87432,0.50466,0.3658,0.07079646
-1.04366,-1.31951,-0.54834,0.0208,0.14779,0.017699115
-1.02929,-1.40633,-0.86841,0.16967,0.43449,0.008849558
-0.87525,-0.78368,-0.25589,-1.13533,1.10135,0.008849558
-0.90077,-1.18954,-0.71772,0.71783,0.47918,0.017699115
-0.90735,-1.2418,-0.7072,0.5884,0.40613,0.044247788
-0.65736,-1.06554,-0.5677,0.58267,0.36567,0.061946903
-0.64657,-1.07792,-0.6216,0.63018,0.21398,0.044247788
-0.48434,-0.12482,-0.43963,0.42912,1.00287,0.017699115
-0.02482,-0.44712,-0.24533,-0.26657,0.97009,0.061946903
-0.21536,0.7624,-0.02002,0.01384,1.73533,0.088495575
-0.31306,0.932,-0.27088,0.16393,1.71992,0.088495575
-0.17665,-0.58964,-0.98693,0.55513,0.10071,0.061946903
0.094,-0.84617,-0.58766,0.34604,0.11789,0.132743363
0.16793,-0.98435,-0.46903,0.28032,0.19601,0.132743363
0.66883,-0.78688,-0.51149,-0.22452,0.63776,0.699115044
-0.00062,-1.10347,-0.77295,0.5175,0.17823,0.407079646
-0.23171,-1.38838,-0.80901,0.3585,-0.06787,0.336283186
0.11929,-0.58236,0.38142,-1.76435,2.13992,0.123893805
-0.26234,-1.83106,-0.26182,0.15415,0.05658,0.115044248
-0.31258,-1.82108,-0.32414,0.21986,0.0689,0.053097345
-0.33744,-1.53728,-0.37966,0.48519,0.12027,0.10619469
-0.53507,-1.30709,-0.14965,0.01142,0.47673,0.079646018
-0.30691,-1.71587,-0.34145,-0.58044,0.3933,0.079646018
-0.16456,-1.44078,-0.08196,-0.84192,0.84796,0.044247788
-0.34557,-1.93251,-0.42978,0.03169,-0.02039,0.097345133
-0.28561,-1.17883,-0.14628,-0.73742,1.09696,0.097345133
-0.485,-1.67951,-0.34645,0.15619,0.25088,0.053097345
-0.52992,-1.29503,-0.16699,0.83882,0.92222,0.017699115
-0.76367,-1.04518,-0.09995,1.32288,0.52499,0.03539823
-0.07415,-1.7234,-0.01526,0.57754,0.28027,0.044247788
-0.48847,-1.49247,-0.01462,0.0959,0.03638,0.017699115
-0.56579,-0.73718,0.14416,-0.69041,0.84186,0.008849558
-0.68455,-0.94407,-0.10315,0.68399,0.02373,0.044247788
-0.35989,-0.41146,0.2595,-0.63579,0.95447,0.097345133
-0.56369,-0.80962,-0.09257,0.47466,0.13459,0.097345133
-0.56866,-1.01157,-0.25283,0.11164,0.00912,0.159292035
-0.40002,-0.61879,-0.00676,-0.93551,0.80903,0.132743363
-0.54027,-0.89292,-0.37263,0.34123,0.03873,0.17699115
-0.27805,-1.15813,-0.22622,0.4099,0.02564,0.10619469
-0.51301,-1.29392,-0.06852,-0.00421,0.07599,0.150442478
-0.66936,-1.39378,-0.1748,-0.12776,0.07623,0.194690265
-0.80333,-1.07228,-0.16578,0.68651,0.19958,0.194690265
-0.83853,-1.13905,-0.32852,0.35534,0.20773,0.194690265
-0.87399,-1.12484,-0.29743,0.27912,0.2978,0.17699115
-0.88144,-1.3005,-0.38555,-0.0184,0.21994,0.17699115
-0.93744,-1.18038,-0.43047,0.16674,0.26738,0.10619469
-1.17028,-0.74527,-0.16588,1.58247,1.27833,0.061946903
-0.94628,-1.41185,-0.75659,0.10693,0.43088,0.017699115
-1.06539,-1.30007,-0.42592,-0.04264,0.34611,0.017699115
-0.90828,-1.4821,-0.60177,0.16517,0.5643,0.097345133
-0.95353,-1.18815,-0.66727,0.39212,0.8039,0.150442478
-0.84726,-1.24662,-0.55904,0.45304,0.64933,0.17699115
-0.69047,-1.2438,-0.41318,0.77302,0.48844,0.07079646
-0.64331,-1.30444,-0.38439,0.43758,0.54648,0.044247788
-0.28382,-1.06668,-0.25011,-0.35952,1.26739,0.061946903
-0.14602,-1.08528,-0.19164,-0.38981,1.20581,0.150442478
0.02951,0.02015,0.11111,-0.22961,1.98063,0.123893805
-0.44939,-0.86008,-0.63939,0.44908,0.30443,0.088495575
-0.41647,-0.8426,-0.63469,0.78402,0.30188,0.061946903
-0.26727,-0.99528,-0.66179,0.78831,0.52365,0.132743363
-0.36634,-0.86743,-0.67761,1.22546,0.53278,0.168141593
-0.13371,-1.28027,-0.47844,0.56796,0.34688,0.159292035
-0.08249,-1.42454,-0.37704,0.37296,0.33762,0.132743363
-0.08053,-1.54677,-0.39836,0.01501,0.35268,0.168141593
-0.06759,-1.01711,-0.34888,-0.68163,1.11791,0.203539823
-0.3146,-1.53193,-0.73102,0.1665,0.27089,0.292035398
-0.36611,-1.67618,-0.90086,-0.00886,0.0712,0.283185841
-0.44557,-1.36242,-0.88689,0.27442,0.34962,0.265486726
-0.63594,-1.58243,-0.80667,-0.07061,0.10678,0.230088496
-0.75786,-1.23588,-0.82447,0.04381,0.47995,0.238938053
-1.13211,-1.06886,-0.61023,0.49531,0.27292,0.159292035
-1.09619,-1.2902,-0.95138,0.1643,0.54636,0.07079646
-1.07707,-1.36616,-0.82839,0.14255,0.5908,0.017699115
-1.17298,-1.34438,-0.60676,-0.0055,0.15091,0.017699115
-1.18408,-1.23206,-0.59426,0.19002,0.23412,0.026548673
-1.02276,-1.42778,-0.78563,0.12486,0.47284,0.053097345
-0.72283,-1.73382,-0.63093,-0.02745,0.14249,0.061946903
-0.2389,-1.76776,-0.46868,0.03578,0.16991,0.079646018
0.29668,-0.42922,0.23072,-1.34954,1.98783,0.03539823
0.3684,-0.48034,0.26258,-1.34923,1.72276,0.053097345
0.72786,-0.51351,0.49653,-1.40278,1.35315,0.159292035
0.66659,-0.40451,0.46165,-1.01915,1.18358,0.17699115
0.88173,-0.07608,0.51652,-0.92264,1.09669,0.203539823
1.17161,-0.2471,0.8336,-1.44507,1.15113,0.097345133
1.40297,0.33632,1.15987,-0.43204,1.02684,0.17699115
0.42586,-0.10689,-0.31581,-1.62037,1.48528,0.17699115
1.03726,-0.23096,-0.12543,-1.87352,1.53025,0.17699115
1.35377,-1.67219,-0.00496,0.2453,-0.77141,0.159292035
-0.01136,-1.03483,-0.63428,0.67085,-0.0956,0.17699115
-0.52954,-0.53546,-0.68714,-0.71883,0.86269,0.238938053
1.43367,-0.96541,0.44755,-0.63572,0.53454,0.238938053
4.1095,-1.10303,2.96097,1.88179,-0.05049,0.336283186
3.41038,-0.80365,1.64456,2.28671,0.146,0.345132743
-0.05162,-0.81622,-0.30035,0.42095,0.26536,0.123893805
-0.03004,-0.95503,-0.47509,-0.30728,0.27092,0.07079646
0.09823,-0.9383,-0.28712,0.43795,0.40138,0.03539823
-0.12681,-0.79482,-0.08575,0.69037,0.38311,0.03539823
0.02308,-1.06184,-0.19513,-0.67533,0.45429,0.03539823
0.12201,-1.20511,-0.14718,-0.05029,0.03762,0.079646018
-0.13372,-0.58896,0.06819,0.59813,0.00343,0.044247788
1.0194,-0.82625,0.02244,-0.63077,0.13191,0.088495575
3.06161,-0.44928,0.97169,0.14124,-0.48574,0.168141593
2.87308,-0.06068,0.97724,0.34167,-0.65174,0.292035398
0.72125,0.80517,-0.43007,0.57643,-0.03739,0.336283186
2.3322,1.23178,-0.39618,2.97944,-2.62795,0.309734513
0.50903,1.41934,-0.63102,0.90177,-0.43269,0.274336283
0.54455,2.00613,-0.59804,1.46193,-0.53519,0.362831858
0.46784,2.02274,-0.73702,1.24476,-0.30806,0.353982301
0.6314,1.46107,-0.73559,0.15305,-0.41405,0.318584071
1.17888,1.7613,0.0221,-0.28342,-0.06467,0.274336283
1.42066,1.33131,0.8144,-1.01389,-0.27594,0.283185841
1.00117,0.93235,0.39062,-1.28129,0.49662,0.318584071
0.33525,0.58309,0.07972,-1.79087,0.6328,0.300884956
0.51902,-0.15224,-0.3948,-1.62428,-0.06193,0.336283186
0.60452,-0.6034,0.03813,-0.89759,-0.46475,0.389380531
0.8951,-0.60965,-0.07377,-0.68387,-0.34635,0.424778761
0.66125,-0.97665,-0.0625,-0.41619,-0.4126,0.460176991
1.21282,-0.15357,-0.20511,-1.49379,1.25098,0.460176991
1.06413,0.45137,0.10201,-0.52079,1.62446,0.557522124
1.26567,0.0375,0.39577,-1.45873,1.02601,0.548672566
-0.4722,-0.85475,-0.63142,0.01057,-0.45384,0.424778761
-0.77936,-0.79791,-0.40085,0.29913,-0.15695,0.194690265
-0.91292,-1.25334,-0.35816,0.16409,-0.28067,0.026548673
-0.89841,-1.22715,-0.28175,-0.14557,-0.02137,0.008849558
-1.0581,-0.65369,-0.15296,1.3276,0.17266,0.026548673
-0.94702,-0.56764,0.02465,1.07792,0.33013,0.026548673
-0.8675,-0.83913,-0.03771,0.77278,0.02453,0.026548673
-0.8446,-0.78417,-0.11985,0.62272,-0.0249,0.017699115
-0.7545,-0.79514,-0.16778,0.35297,-0.07603,0.017699115
-0.63206,-0.14917,-0.12076,0.06893,0.5277,0.044247788
-0.33639,-0.38646,0.06522,-1.02956,0.61482,0.07079646
-0.08601,0.66439,0.24246,-0.37406,1.75547,0.088495575
0.10631,-0.05601,-0.02468,0.36124,0.86692,0.079646018
-0.23684,-0.83868,-0.57568,0.92214,0.07695,0.053097345
-0.17079,-0.9627,-0.444,0.69131,0.20181,0.10619469
-0.56855,-0.91221,-0.4107,0.62767,0.20752,0.14159292
-0.51323,-1.03398,-0.40954,0.65786,0.15826,0.150442478
-0.49582,-1.09999,-0.50401,0.44714,0.0406,0.150442478
-0.50206,-1.18878,-0.53619,0.21127,0.08427,0.132743363
-0.59807,-1.15336,-0.50964,0.35608,0.12634,0.10619469
-0.75828,-1.06725,-0.61681,0.26051,0.33464,0.03539823
-1.01038,-0.87441,-0.40065,0.67067,0.05622,0.008849558
-0.91888,-1.08171,-0.68174,-0.0002,-0.11466,0.026548673
-0.77472,-0.93197,-0.9224,0.36126,0.24322,0.03539823
-0.95337,-0.47431,-0.94455,1.39784,0.39247,0.03539823
-0.97283,-0.89393,-0.62361,0.16925,-0.04243,0.008849558
-0.67174,-0.8198,-0.481,-0.89105,1.05317,0.017699115
-0.63939,-0.68267,-0.33919,-0.1308,1.05896,0.017699115
-0.53845,-1.20399,-0.53555,0.41272,0.22457,0.07079646
-0.53223,-0.73174,-0.47795,1.08345,0.3917,0.097345133
-0.36607,-0.62934,-0.29827,-0.42255,0.90362,0.168141593
0.50536,-0.14226,0.30891,-1.3219,1.59394,0.230088496
1.19598,0.36051,1.14099,-0.08971,1.06018,0.292035398
0.79478,0.03385,0.3262,-1.25354,1.29106,0.318584071
0.27105,0.6282,0.03651,-0.15013,1.67443,0.221238938
0.22543,-0.297,-0.39689,-0.66558,0.76988,0.10619469
-0.10858,-0.65548,-1.00177,0.48338,-0.16368,0.088495575
0.51426,0.32963,-0.20325,-1.08764,1.3747,0.17699115
1.1403,0.28903,0.16311,-0.50268,1.30181,0.212389381
0.52328,-0.78038,-0.25443,-0.93125,0.55014,0.203539823
0.03019,-1.35818,-0.82847,0.29625,-0.43297,0.168141593
-0.1311,-1.43878,-0.70951,0.24952,-0.37097,0.168141593
-0.10603,-1.39426,-0.57512,0.1602,-0.17317,0.123893805
0.0041,-1.18686,-0.42463,-0.55546,0.22747,0.123893805
0.51595,-0.72259,-0.00015,-0.97612,1.06105,0.194690265
0.98171,-0.55101,0.42605,-1.10296,1.19149,0.221238938
1.60883,-0.6151,0.476,-1.00397,1.61631,0.238938053
1.33403,-0.50693,0.5581,-1.60761,1.2379,0.17699115
1.20091,-0.40394,0.38139,-1.37314,1.30631,0.185840708
0.30306,-1.41444,-0.4831,-0.32672,-0.13304,0.185840708
0.62741,-0.86,0.06741,-1.08975,0.72862,0.203539823
1.18512,-1.38697,0.29567,-0.77646,0.17558,0.238938053
1.90836,-1.1378,1.16421,-0.3129,0.08722,0.265486726
1.77849,-1.30592,0.89483,-0.6299,-0.08443,0.336283186
1.93913,-0.68652,1.01899,-0.16769,0.09098,0.336283186
3.58576,0.04234,0.3675,0.98493,-1.04074,0.353982301
3.02549,0.89991,-0.27502,0.73007,-0.02833,0.345132743
3.11622,0.19279,1.11101,-0.28236,0.41362,0.371681416
2.56511,0.3833,0.27628,-1.15132,0.42518,0.424778761
4.18448,0.3339,1.58743,-0.53682,-0.48899,0.469026549
2.25474,-0.42479,0.11083,0.26856,-0.36131,0.504424779
3.43441,-0.1271,1.19693,-0.62688,0.59757,0.539823009
4.81625,-0.38823,2.35513,-0.05915,-0.09832,0.539823009
2.23604,-1.4453,-0.02751,0.19156,-1.129,0.530973451
2.02064,-1.47067,-0.37429,0.2208,-1.12011,0.442477876
0.37781,-0.97601,-0.84445,-0.26963,-0.32954,0.292035398
0.67469,-1.49256,-0.65158,0.04482,-0.32988,0.221238938
1.15523,-0.4326,0.85759,-0.92694,1.75262,0.194690265
1.7509,-0.93772,0.99237,-0.8968,2.83035,0.309734513
